Title,Price,Grape,Closure,Country,Characteristics,Type,ABV,Region,Style,Vintage,Price_bin,ABV_bin,Vintage_bin
"Alamos Lujan De Cuyo Cabernet 2021/22, Mendoza",13.32,Cabernet Sauvignon,Screwcap,Argentina,"{'Blackcurrant', 'Black Plum', 'Cedar'}",Red,13.5,Mendoza,"{'Smooth', 'Mellow'}",2022.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
"Alluria Pinot Grigio Organic Boxed Wine 2.25L, Sicily",11.106666666666666,Pinot Grigio,,Italy,"{'Peach', 'Citrus Fruit', 'Floral'}",White,12.0,Sicily,"{'Smooth', 'Light'}",2021.0,Price<=15,ABV<=12.5,Vintage>2020
"Alvaro Palacios 'Les Terrasses' 2018/21, Priorat",53.32,Garnacha,Natural Cork,Spain,"{'Black Fruit', 'Spice', 'Vanilla'}",Red,14.5,Catalunya,"{'Bold', 'Spicy'}",2021.0,Price>50,13.5<ABV<=14.5,Vintage>2020
Andrew Quady 'Essensia' Orange Muscat 2019/21 Half Bottle,39.973333333333336,Muscat,Natural Cork,USA,"{'Honey', 'Blossom', 'Apricot', 'Stone Fruit', 'Peach', 'Orange'}",White,15.0,California,{'nan'},2021.0,25<Price<=50,ABV>14.5,Vintage>2020
"Anthonij Rupert Wyne 'Cape of Good Hope' Chenin Blanc 2020/21, Swartland",22.653333333333332,Chenin Blanc,Natural Cork,South Africa,"{'Quince', 'Citrus Fruit', 'Stone Fruit', 'Floral'}",White,13.5,Swartland,"{'Aromatic', 'Floral'}",2021.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Antinori ‘Tignanello’ 2020, Tuscany",226.65333333333334,Cabernet Sauvignon,Natural Cork,Italy,"{'Blackberry', 'Spice', 'Chocolate', 'Vanilla', 'Red Fruit'}",Red,14.5,Tuscany,"{'Full Bodied', 'Savoury'}",2020.0,Price>50,13.5<ABV<=14.5,2015<Vintage<=2020
Apostoles 30-Year-Old Palo Cortado Sherry Gonzalez Byass Half Bottle,71.97333333333333,Palomino,Natural Cork,Spain,"{'Caramel', 'Fig', 'Dried Fruit'}",White,20.0,,{'nan'},,Price>50,ABV>14.5,
"Au Bon Climat Chardonnay 2021/22, Santa Barbara County",43.98666666666667,Chardonnay,Natural Cork,USA,"{'Green Apple', 'Lemon', 'Lime', 'Vanilla', 'Peach'}",White,13.5,California,"{'Rich', 'Toasty'}",2022.0,25<Price<=50,12.5<ABV<=13.5,Vintage>2020
"Auberge Petite Pierre 2019, Corbieres",10.653333333333334,Grenache,Screwcap,France,"{'Blackberry', 'Dried Herbs', 'Black Plum', 'Spice'}",Red,13.5,Languedoc-Roussillon,"{'Bold', 'Spicy'}",2018.0,Price<=15,12.5<ABV<=13.5,2015<Vintage<=2020
Barbaresco 2019/20 De Forville,26.653333333333332,Nebbiolo,Natural Cork,Italy,"{'Red Fruit', 'Earth', 'Spice', 'Leather'}",Red,14.0,Piedmont,"{'Elegant', 'Light'}",2019.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"De Forville Barbera D'Alba 2021, Piedmont",19.986666666666668,Barbera,Natural Cork,Italy,"{'Sweet Spice', 'Red Plum', 'Red Cherry', 'Earth'}",Red,14.5,Piedmont,"{'Smooth', 'Mellow'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Bodegas Bardos 'Roble' 2020/21, Ribera del Duero",17.32,Tempranillo,Natural Cork,Spain,"{'Blackcurrant', 'Black Cherry', 'Cedar'}",Red,14.0,Castilla Y León,"{'Full Bodied', 'Savoury'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Bodegas Muga 'Flor de Muga' 2021/22, Rioja",33.32,Garnacha,Natural Cork,Spain,"{'Raspberry', 'Peach', 'Floral', 'Strawberry'}",Rosé,14.0,Rioja And Navarra,"{'Delicate', 'Dry'}",2022.0,25<Price<=50,13.5<ABV<=14.5,Vintage>2020
Bodegas Roda Rioja Reserva 2016/17,45.32,Tempranillo,Natural Cork,Spain,"{'Red Fruit', 'Black Fruit', 'Spice', 'Vanilla'}",Red,14.5,Rioja And Navarra,"{'Full Bodied', 'Savoury'}",2017.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Bodegas Volver 'Tarima' Monastrell 2021/22, Alicante",13.32,Monastrell,Screwcap,Spain,"{'Blackberry', 'Chocolate', 'Black Cherry'}",Red,14.5,Valencia And Murcia,"{'Rich', 'Juicy'}",2022.0,Price<=15,13.5<ABV<=14.5,Vintage>2020
"Boekenhoutskloof 'The Chocolate Block' 2020/21 Magnum, Western Cape",33.32666666666667,Syrah,Natural Cork,South Africa,"{'Black Plum', 'Tobacco', 'Chocolate', 'Vanilla', 'Black Cherry', 'Coffee'}",Red,14.5,Swartland,"{'Full Bodied', 'Savoury'}",2021.0,25<Price<=50,13.5<ABV<=14.5,Vintage>2020
Bollinger ‘Grande Année’ Champagne 2012/14,200.0,Chardonnay,Natural Cork,France,"{'Green Apple', 'Bread', 'Citrus Fruit', 'Biscuit', 'Almond'}",White,12.0,,"{'Rich', 'Toasty'}",2014.0,Price>50,ABV<=12.5,Vintage<=2015
Bollinger Special Cuvée Champagne Magnum,86.66666666666667,Chardonnay,Natural Cork,France,"{'Biscuit', 'Citrus Fruit', 'Bread'}",White,12.0,,"{'Rich', 'Toasty'}",,Price>50,ABV<=12.5,
"Cape Mentelle Cabernet Sauvignon 2017, Margaret River",97.32,Cabernet Sauvignon,Screwcap,Australia,"{'Tobacco', 'Blackcurrant', 'Chocolate', 'Cedar', 'Black Fruit', 'Black Cherry', 'Black Plum'}",Red,14.5,Western Australia,"{'Full Bodied', 'Savoury'}",2017.0,Price>50,13.5<ABV<=14.5,2015<Vintage<=2020
"Cape Mentelle Sauvignon Blanc-Semillon 2019/21, Margaret River",23.986666666666665,Sauvignon Blanc,Screwcap,Australia,"{'Lemon', 'Herbal', 'Citrus Fruit', 'Grass', 'Gooseberry'}",White,12.5,Western Australia,"{'Zesty', 'Crisp'}",2021.0,15<Price<=25,ABV<=12.5,Vintage>2020
"Catena Malbec 2019/20 Magnum, Mendoza",18.66,Malbec,Natural Cork,Argentina,"{'Red Fruit', 'Black Fruit', 'Violet', 'Ripe Fruit'}",Red,13.5,Mendoza,"{'Soft', 'Fruity'}",2020.0,15<Price<=25,12.5<ABV<=13.5,2015<Vintage<=2020
Caves des Grand Crus Blancs Pouilly-Vinzelles 2019/20,26.653333333333332,Chardonnay,Natural Cork,France,"{'Lemon', 'Cream', 'Floral', 'Vanilla', 'Peach'}",White,13.5,Burgundy,"{'Ripe', 'Rounded'}",2020.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
Chablis 1er Cru Vaillons 2020/21 Séguinot-Bordet,46.653333333333336,Chardonnay,Natural Cork,France,"{'Green Apple', 'Wet Stones', 'Honeysuckle', 'Lemon', 'Smoke'}",White,13.0,Burgundy,"{'Fresh', 'Elegant'}",2021.0,25<Price<=50,12.5<ABV<=13.5,Vintage>2020
"Chassagne-Montrachet Blanc 2020/21 Château de la Maltroye, Burgundy",106.65333333333332,Chardonnay,Natural Cork,France,"{'Bread', 'Cream', 'Smoke', 'Butter', 'Caramel', 'Hazelnut', 'Stone Fruit'}",White,14.5,Burgundy,"{'Rich', 'Toasty'}",2021.0,Price>50,13.5<ABV<=14.5,Vintage>2020
"Château Arnauton 2014, Fronsac",22.653333333333332,Merlot,Natural Cork,France,"{'Blackcurrant', 'Spice', 'Savoury'}",Red,14.0,Bordeaux,"{'Full Bodied', 'Savoury'}",2014.0,15<Price<=25,13.5<ABV<=14.5,Vintage<=2015
"Château Belair 2003, Saint-Émilion Grand Cru",106.65333333333332,Merlot,Natural Cork,France,"{'Blackcurrant', 'Spice', 'Savoury'}",Red,12.5,Bordeaux,"{'Full Bodied', 'Savoury'}",2003.0,Price>50,ABV<=12.5,Vintage<=2015
"Château Citran 'Moulins de Citran' 2010/12, Haut-Médoc",27.986666666666665,Cabernet Sauvignon,Natural Cork,France,"{'Blackberry', 'Nutmeg', 'Tobacco', 'Blackcurrant', 'Cedar', 'Vanilla', 'Blueberry', 'Black Cherry'}",Red,13.0,Bordeaux,"{'Full Bodied', 'Savoury'}",2012.0,25<Price<=50,12.5<ABV<=13.5,Vintage<=2015
"Château de Chassagne-Montrachet 2019/20, Chassagne-Montrachet",106.65333333333332,Chardonnay,Natural Cork,France,"{'Bread', 'Cream', 'Smoke', 'Butter', 'Hazelnut', 'Stone Fruit'}",White,14.0,Burgundy,"{'Rich', 'Toasty'}",2020.0,Price>50,13.5<ABV<=14.5,2015<Vintage<=2020
Château De Crézancy Sancerre Rouge 2021/22,29.319999999999997,Pinot Noir,Natural Cork,France,"{'Red Cherry', 'Raspberry', 'Earth', 'Strawberry'}",Red,14.0,Loire,"{'Elegant', 'Light'}",2022.0,25<Price<=50,13.5<ABV<=14.5,Vintage>2020
Château de Rayne Vigneau Sauternes 2002,55.97333333333333,Sémillon,Natural Cork,France,"{'Honey', 'Ginger', 'Orange Marmalade', 'Apricot'}",White,13.5,Bordeaux,{'nan'},2002.0,Price>50,12.5<ABV<=13.5,Vintage<=2015
"Château du Domaine de L'Église 2014, Pomerol",93.32,Merlot,Natural Cork,France,{'nan'},Red,13.5,Bordeaux,{'nan'},2014.0,Price>50,12.5<ABV<=13.5,Vintage<=2015
"Château du Tertre 'Les Hauts du Tertre' 2018, Margaux",46.653333333333336,Cabernet Sauvignon,Natural Cork,France,"{'Dried Herbs', 'Red Cherry', 'Blackcurrant', 'Spice'}",Red,13.5,Bordeaux,"{'Full Bodied', 'Savoury'}",2018.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
"Château Fonplégade 2014, Saint-Émilion Grand Cru",59.98666666666667,Merlot,Natural Cork,France,"{'Tobacco', 'Blueberry', 'Blackcurrant', 'Spice'}",Red,14.0,Bordeaux,"{'Full Bodied', 'Savoury'}",2014.0,Price>50,13.5<ABV<=14.5,Vintage<=2015
"Château Guiraud 'G de Guiraud' Organic Sémillon/Sauvignon Blanc 2019/20, Bordeaux Blanc",27.986666666666665,Sémillon,Natural Cork,France,"{'Grapefruit', 'Wet Stones', 'Lemon', 'Grass'}",White,14.0,Bordeaux,"{'Fresh', 'Elegant'}",2020.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Château la Garde 2013/14, Pessac-Léognan",43.98666666666667,Cabernet Sauvignon,Natural Cork,France,"{'Blackcurrant', 'Black Plum', 'Cedar'}",Red,13.5,Bordeaux,"{'Full Bodied', 'Savoury'}",2013.0,25<Price<=50,12.5<ABV<=13.5,Vintage<=2015
"Château La Garde Pessac-Léognan Blanc 2019, Graves",39.986666666666665,Sauvignon Blanc,Natural Cork,France,"{'Green Apple', 'Lemon', 'Citrus Fruit'}",White,13.0,Bordeaux,"{'Fresh', 'Elegant'}",2019.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
"Château La Rame 2018/19, Ste-Croix-du-Mont 50cl",29.98,Sauvignon Blanc,Natural Cork,France,"{'Sweet Spice', 'Honey', 'Stone Fruit', 'Apricot'}",White,15.0,Bordeaux,{'nan'},2019.0,25<Price<=50,ABV>14.5,2015<Vintage<=2020
Château Lagrange St Julien 2010,123.98666666666666,Cabernet Sauvignon,Natural Cork,France,"{'Blackberry', 'Red Cherry', 'Earth', 'Leather', 'Tobacco', 'Smoke', 'Blackcurrant', 'Cedar'}",Red,13.5,Bordeaux,"{'Full Bodied', 'Savoury'}",2010.0,Price>50,12.5<ABV<=13.5,Vintage<=2015
"Château Lynch-Moussas 2013, Pauillac",66.65333333333334,Cabernet Sauvignon,Natural Cork,France,"{'Blackberry', 'Earth', 'Leather', 'Tobacco', 'Smoke', 'Blackcurrant', 'Cedar'}",Red,13.0,Bordeaux,"{'Full Bodied', 'Savoury'}",2013.0,Price>50,12.5<ABV<=13.5,Vintage<=2015
"Château Meyney 2013/2017, Saint-Estèphe",50.653333333333336,Cabernet Sauvignon,Natural Cork,France,"{'Blackcurrant', 'Black Plum', 'Cedar'}",Red,13.5,Bordeaux,"{'Full Bodied', 'Savoury'}",2017.0,Price>50,12.5<ABV<=13.5,2015<Vintage<=2020
"Château Minuty 'M de Minuty' Rosé 2021/22 Magnum, Côtes de Provence",25.993333333333336,Grenache,Natural Cork,France,"{'Herbaceous', 'Peach', 'Strawberry', 'Raspberry'}",Rosé,13.0,Provence,"{'Delicate', 'Dry'}",2022.0,25<Price<=50,12.5<ABV<=13.5,Vintage>2020
"Cloudy Bay Sauvignon Blanc 2021/22 Magnum, Marlborough",40.660000000000004,Sauvignon Blanc,Screwcap,New Zealand,"{'Green Apple', 'Lemon', 'Tropical Fruit', 'Grass'}",White,13.5,Marlborough,"{'Zesty', 'Crisp'}",2021.0,25<Price<=50,12.5<ABV<=13.5,Vintage>2020
"Martín Códax 'Cantigas' Albariño 2020/21, Rías Baixas",26.653333333333332,Albarino,Natural Cork,Spain,"{'Wet Stones', 'Lemon', 'Apricot', 'Peach', 'Bread Dough'}",White,13.0,Galicia,"{'Rich', 'Toasty'}",2020.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
Paul Jaboulet Aîné 'Les Grandes Terrasses' Cornas 2016/18,49.32,Syrah,Natural Cork,France,"{'Blackberry', 'Black Cherry', 'Black Plum', 'Spice'}",Red,14.5,Rhône,"{'Bold', 'Spicy'}",2018.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
Nicolas Potel Côte de Nuits-Villages 2017/18,30.653333333333332,Pinot Noir,Natural Cork,France,"{'Liquorice', 'Red Cherry', 'Earth', 'Strawberry'}",Red,13.0,Burgundy,"{'Elegant', 'Light'}",2018.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
Vidal-Fleury Côtes du Rhône Blanc 2020/21,15.986666666666666,Viognier,Natural Cork,France,"{'Peach', 'Floral', 'Apricot'}",White,14.0,Rhône,"{'Ripe', 'Rounded'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Côtes-du-Rhône Villages Laudun 2017 Château Courac, France",19.986666666666668,Grenache,Natural Cork,France,"{'Blackberry', 'Earth', 'Spice', 'Raspberry', 'Black Plum'}",Red,14.5,Rhône,"{'Bold', 'Spicy'}",2017.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
CVNE 'Contino Viña del Olivo' Rioja 2019/20,101.32,Tempranillo,Natural Cork,Spain,"{'Liquorice', 'Black Fruit', 'Red Fruit', 'Vanilla'}",Red,14.0,La Rioja,"{'Full Bodied', 'Savoury'}",2020.0,Price>50,13.5<ABV<=14.5,2015<Vintage<=2020
"CVNE 'Maruxa' Mencía 2019/21, Valdeorras",18.653333333333332,Mencia,Natural Cork,Spain,"{'Blackcurrant', 'Black Cherry', 'Earth'}",Red,14.0,Galicia,"{'Elegant', 'Light'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Devil's Creek 'Gold Reserve' Pinot Noir 2019, Central Otago",23.986666666666665,Pinot Noir,Screwcap,New Zealand,"{'Sweet Spice', 'Red Fruit', 'Black Cherry', 'Blackberry'}",Red,13.0,Central Otago,"{'Elegant', 'Light'}",2019.0,15<Price<=25,12.5<ABV<=13.5,2015<Vintage<=2020
De Forville Dolcetto d'Alba 2020/21,15.986666666666666,Dolcetto,Natural Cork,Italy,"{'Earth', 'Black Cherry', 'Black Plum'}",Red,14.0,Piedmont,"{'Soft', 'Fruity'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Domaine Begude ‘Esprit’ Organic Pinot Noir 2020/21, Limoux",23.986666666666665,Pinot Noir,Natural Cork,France,"{'Red Fruit', 'Dried Herbs', 'Black Cherry', 'Savoury'}",Red,13.0,Languedoc-Roussillon,"{'Elegant', 'Light'}",2021.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Domaine Begude 'Arcturus' Organic Wild Ferment Chardonnay 2019/20, Limoux",58.653333333333336,Chardonnay,Natural Cork,France,"{'Green Apple', 'Lemon', 'Apricot', 'Cream', 'Vanilla', 'Peach'}",White,13.5,Languedoc-Roussillon,"{'Rich', 'Toasty'}",2020.0,Price>50,12.5<ABV<=13.5,2015<Vintage<=2020
Domaine Bernard Michaut 'Beauroy' Chablis Premier Cru 2021/22,43.98666666666667,Chardonnay,Natural Cork,France,"{'Green Apple', 'Wet Stones', 'Honeysuckle', 'Lemon', 'Smoke'}",White,13.5,Burgundy,"{'Fresh', 'Elegant'}",,25<Price<=50,12.5<ABV<=13.5,
Domaine Hubert Bouzereau-Gruère et Filles Meursault 2020/21,66.65333333333334,Chardonnay,Natural Cork,France,"{'Bread', 'Honey', 'Cream', 'Smoke', 'Butter', 'Hazelnut', 'Stone Fruit'}",White,13.0,Burgundy,"{'Rich', 'Toasty'}",2021.0,Price>50,12.5<ABV<=13.5,Vintage>2020
Domaine Joly Puligny-Montrachet 2019/20,74.65333333333334,Chardonnay,Natural Cork,France,"{'Cream', 'Bread', 'Stone Fruit', 'Vanilla'}",White,13.0,Burgundy,"{'Rich', 'Toasty'}",2020.0,Price>50,12.5<ABV<=13.5,2015<Vintage<=2020
Domaine Jomain ‘Les Perrières’ Puligny-Montrachet Premier Cru 2019/20,119.98666666666666,Chardonnay,Natural Cork,France,"{'Bread', 'Honey', 'Cream', 'Floral', 'Butter', 'Hazelnut', 'Stone Fruit'}",White,14.5,Burgundy,"{'Rich', 'Toasty'}",2020.0,Price>50,13.5<ABV<=14.5,2015<Vintage<=2020
Domaine Jomain Puligny-Montrachet 2020/21,75.98666666666666,Chardonnay,Natural Cork,France,"{'Bread', 'Honey', 'Cream', 'Floral', 'Butter', 'Hazelnut', 'Stone Fruit'}",White,14.5,Burgundy,"{'Rich', 'Toasty'}",,Price>50,13.5<ABV<=14.5,
Domaine la Couquihado Côtes du Rhône 2020 Magnum,16.66,Grenache,Natural Cork,France,"{'Blackberry', 'Black Pepper', 'Black Cherry', 'Liquorice'}",Red,15.0,Rhône,"{'Smooth', 'Mellow'}",2020.0,15<Price<=25,ABV>14.5,2015<Vintage<=2020
"Domaine Maire 'Heritage' Chardonnay 2018, Côtes du Jura",19.986666666666668,Chardonnay,Natural Cork,France,"{'Green Apple', 'Wet Stones', 'Lemon', 'Grapefruit', 'Pear', 'Ginger'}",White,12.0,Jura & Savoie,"{'Rich', 'Toasty'}",2018.0,15<Price<=25,ABV<=12.5,2015<Vintage<=2020
Domaine Pardon et Fils 'À Nous' Beaujolais Nouveau 2023,15.32,Gamay,Natural Cork,France,"{'Red Fruit', 'Blueberry', 'Strawberry'}",Red,13.0,Beaujolais,"{'Soft', 'Fruity'}",2023.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Domaine Rolet Arbois Chardonnay 2016/17, Jura",22.653333333333332,Chardonnay,Natural Cork,France,"{'Green Apple', 'Lemon', 'Vanilla', 'Sweet Spice', 'Ginger'}",White,13.0,Jura & Savoie,"{'Rich', 'Toasty'}",2017.0,15<Price<=25,12.5<ABV<=13.5,2015<Vintage<=2020
Doudet-Naudin Bourgogne Côte d’Or Chardonnay 2019,34.65333333333333,Chardonnay,Natural Cork,France,"{'Green Apple', 'Cream', 'Stone Fruit', 'Vanilla'}",White,13.0,Burgundy,"{'Ripe', 'Rounded'}",2019.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
"Duckhorn 'Decoy' Zinfandel 2019/21, Sonoma County",43.98666666666667,Zinfandel,Natural Cork,USA,"{'Red Cherry', 'Spice', 'Chocolate', 'Black Cherry', 'Blueberry', 'White Pepper'}",Red,14.5,California,"{'Rich', 'Juicy'}",2021.0,25<Price<=50,13.5<ABV<=14.5,Vintage>2020
E. Guigal 'Brune et Blonde' Côte-Rôtie  2019/20,74.65333333333334,Syrah,Natural Cork,France,"{'Blackberry', 'Spice', 'Cedar', 'Black Cherry', 'Black Plum'}",Red,14.0,Rhône,"{'Bold', 'Spicy'}",2019.0,Price>50,13.5<ABV<=14.5,2015<Vintage<=2020
E. Guigal Saint-Joseph 2018/19,34.65333333333333,Syrah,Natural Cork,France,"{'Blackberry', 'Black Cherry', 'Black Plum', 'Spice'}",Red,14.5,Rhône,"{'Bold', 'Spicy'}",2019.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
Edouard Delaunay 'Charmont' Hautes-Côtes de Nuits Rouge 2019/20,33.32,Pinot Noir,Natural Cork,France,"{'Liquorice', 'Red Cherry', 'Earth', 'Strawberry'}",Red,13.5,Burgundy,"{'Elegant', 'Light'}",2020.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
Edouard Delaunay Gevrey-Chambertin 2018/19,87.98666666666666,Pinot Noir,Natural Cork,France,"{'Raspberry', 'Dried Herbs', 'Strawberry', 'Savoury'}",Red,14.0,Burgundy,"{'Elegant', 'Light'}",2019.0,Price>50,13.5<ABV<=14.5,2015<Vintage<=2020
"Elysium Black Muscat 2018/21 Half Bottle, California",39.973333333333336,Black Muscat,Natural Cork,USA,"{'Sweet Spice', 'Black Plum', 'Raisin'}",Red,15.0,California,{'nan'},2021.0,25<Price<=50,ABV>14.5,Vintage>2020
"Erath Pinot Noir 2019/20, Oregon",33.32,Pinot Noir,Screwcap,USA,"{'Red Fruit', 'Black Fruit', 'Spice', 'Vanilla'}",Red,13.5,Oregon,"{'Elegant', 'Light'}",2020.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
"Viña Errázuriz ‘Estate Series’ Sauvignon Blanc 2021/22, Casablanca Valley",13.32,Sauvignon Blanc,Screwcap,Chile,"{'Green Apple', 'Citrus Fruit', 'Grass'}",White,13.5,Aconcagua,"{'Zesty', 'Crisp'}",2022.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
"Escarpment 'Kiwa' Pinot Noir 2020, Martinborough",47.98666666666667,Pinot Noir,Screwcap,New Zealand,"{'Sweet Spice', 'Red Fruit', 'Black Cherry', 'Blackberry'}",Red,14.0,Martinborough,"{'Elegant', 'Light'}",2020.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Fitou by Mademoiselle Jones 2020, France",23.986666666666665,Carignan,Natural Cork,France,"{'Black Fruit', 'Dried Herbs', 'Spice'}",Red,14.5,Languedoc-Roussillon,"{'Bold', 'Spicy'}",2020.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
Fonseca Reserve Ruby Port 50cl,31.98,Touriga Nacional,Natural Cork,Portugal,"{'Blackcurrant', 'Raisin', 'Prune'}",Red,20.0,Douro,{'nan'},,25<Price<=50,ABV>14.5,
G. D. Vajra ‘Albe’ Barolo DOCG 2017/18,74.65333333333334,Nebbiolo,Natural Cork,Italy,"{'Red Fruit', 'Herbaceous', 'Violet'}",Red,14.5,Piedmont,"{'Elegant', 'Light'}",2018.0,Price>50,13.5<ABV<=14.5,2015<Vintage<=2020
"Gabb Family Vineyards Chardonnay 2020/21, South Africa",19.986666666666668,Chardonnay,Natural Cork,South Africa,"{'Cream', 'Stone Fruit', 'Vanilla'}",White,13.5,Stellenbosch,"{'Ripe', 'Rounded'}",2021.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Gabb Family Vineyards Malbec 2020/21, South Africa",15.986666666666666,Malbec,Natural Cork,South Africa,"{'Black Cherry', 'Black Plum', 'Vanilla'}",Red,14.5,Stellenbosch,"{'Rich', 'Juicy'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
Gianni Brunelli Brunello di Montalcino DOCG 2016/17,70.65333333333334,Sangiovese,Natural Cork,Italy,"{'Red Cherry', 'Earth', 'Leather', 'Tobacco', 'Vanilla', 'Red Fruit'}",Red,14.5,Tuscany,"{'Full Bodied', 'Savoury'}",2017.0,Price>50,13.5<ABV<=14.5,2015<Vintage<=2020
Girardin Père et Fils ‘Vieilles Vignes’ Meursault 2017,75.98666666666666,Chardonnay,Natural Cork,France,"{'Green Apple', 'Citrus Fruit', 'Grass'}",White,13.0,Burgundy,"{'Ripe', 'Rounded'}",2017.0,Price>50,12.5<ABV<=13.5,2015<Vintage<=2020
Girardin Père et Fils Puligny-Montrachet Vieilles Vignes 2017,86.65333333333332,Chardonnay,Natural Cork,France,"{'Cream', 'Bread', 'Stone Fruit', 'Vanilla'}",White,13.0,Burgundy,"{'Rich', 'Toasty'}",2017.0,Price>50,12.5<ABV<=13.5,2015<Vintage<=2020
"Girardin Père et Fils Santenay 'Vieilles Vignes' Rouge 2018/19, Burgundy",38.65333333333333,Pinot Noir,Natural Cork,France,"{'Red Cherry', 'Earth', 'Strawberry', 'Raspberry', 'Sweet Spice'}",Red,13.0,Burgundy,"{'Elegant', 'Light'}",2019.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
"Goldwater Sauvignon Blanc 2022, Wairau Valley",18.653333333333332,Sauvignon Blanc,Screwcap,New Zealand,"{'Green Apple', 'Lemon', 'Grapefruit', 'Grass', 'Gooseberry', 'Stone Fruit', 'Tropical Fruit'}",White,13.0,Marlborough,"{'Zesty', 'Crisp'}",2022.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
Gonzalez Byass 'Tio Pepe' Fino Sherry,18.653333333333332,Palomino,Natural Cork,Spain,"{'Green Apple', 'Biscuit', 'Almond'}",White,15.0,,{'nan'},,15<Price<=25,ABV>14.5,
Grattamacco Organic Bolgheri Rosso DOC 2020/21,33.32,Cabernet Sauvignon,Natural Cork,Italy,"{'Black Fruit', 'Herbaceous', 'Spice'}",Red,14.5,Tuscany,"{'Full Bodied', 'Savoury'}",2020.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Greywacke Pinot Gris 2020/21, Marlborough",42.65333333333333,Pinot Gris,Screwcap,New Zealand,"{'Quince', 'Pear', 'Cooked Fruit', 'Fig'}",White,14.5,Marlborough,"{'Ripe', 'Rounded'}",2020.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Hamilton Russell Vineyards Chardonnay 2020/21, Hemel-en-Aarde",53.32,Chardonnay,Natural Cork,South Africa,{'nan'},White,13.5,Walker Bay,"{'Rich', 'Toasty'}",2021.0,Price>50,12.5<ABV<=13.5,Vintage>2020
"Hanna Chardonnay 2018/19, Sonoma County",37.32,Chardonnay,Natural Cork,USA,"{'Green Apple', 'Apricot', 'Vanilla', 'Stone Fruit', 'Peach', 'Tropical Fruit', 'Green Fruit'}",White,14.5,California,"{'Rich', 'Toasty'}",2019.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
Henri de Villamont 'Les Groseilles' Chambolle-Musigny Premier Cru 2014/18,99.98666666666666,Pinot Noir,Natural Cork,France,"{'Raspberry', 'Dried Herbs', 'Strawberry', 'Savoury'}",Red,13.0,Burgundy,"{'Elegant', 'Light'}",2018.0,Price>50,12.5<ABV<=13.5,2015<Vintage<=2020
Henriques and Henriques 3 Year Old Full Rich Madeira 50cl,27.98,Touriga Nacional,Natural Cork,Portugal,"{'Caramel', 'Toffee', 'Dried Fruit'}",Red,19.0,,{'nan'},,25<Price<=50,ABV>14.5,
"J Vineyards 'J Cuvée 20 Brut', Russian River Valley",39.986666666666665,Chardonnay,Natural Cork,USA,"{'Lemon', 'Red Apple', 'Cream', 'Almond', 'Ginger'}",White,12.5,California,"{'Fruity', 'Crisp'}",,25<Price<=50,ABV<=12.5,
"Paul Jaboulet Aîné Syrah, 2019/21, France",15.986666666666666,Syrah,Natural Cork,France,"{'Blackberry', 'Spice', 'Smoke', 'Black Cherry', 'White Pepper', 'Black Plum'}",Red,14.0,Rhône,"{'Bold', 'Spicy'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
